,digit_BALANCE,digit_PURCHASES,digit_ONEOFF_PURCHASES,digit_INSTALLMENTS_PURCHASES,digit_CASH_ADVANCE,digit_PURCHASES_FREQUENCY,digit_ONEOFF_PURCHASES_FREQUENCY,digit_PURCHASES_INSTALLMENTS_FREQUENCY,digit_CASH_ADVANCE_TRX,digit_CREDIT_LIMIT,digit_PAYMENTS,digit_MINIMUM_PAYMENTS,digit_PRC_FULL_PAYMENT,digit_sqrt_BALANCE_FREQUENCY,digit_sqrt_CASH_ADVANCE_FREQUENCY,digit_sqrt_PURCHASES_TRX,digit_avg_oneoff_purchases,digit_avg_installment_purchases,digit_avg_cash_advance,TENURE
317,1,1,1,1,1,7,7,1,1,1,1,1,1,8,1,2,1,1,1,12
318,1,1,1,1,1,8,1,8,1,1,1,1,2,8,1,2,1,1,1,12
319,1,1,1,1,1,7,1,7,1,2,1,1,1,3,1,2,1,1,1,12
320,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
321,4,1,1,1,1,7,1,6,1,4,1,1,1,8,3,2,1,1,1,12
322,3,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
323,1,1,1,1,1,2,2,1,1,3,1,1,1,8,1,1,1,1,1,12
324,1,1,1,1,1,1,1,1,1,2,1,1,1,8,4,1,1,1,1,12
325,1,1,1,1,1,8,1,8,1,1,1,1,3,8,1,3,1,1,1,12
326,2,1,1,1,1,6,1,6,1,6,4,1,1,7,1,3,1,1,1,12
327,2,1,1,1,1,8,8,1,1,1,1,1,1,8,3,2,1,1,1,12
328,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
329,1,1,1,1,1,8,8,1,1,3,1,1,8,8,1,2,1,1,1,12
330,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
331,1,1,1,1,1,7,7,1,1,2,1,1,8,8,1,2,1,1,1,12
332,1,1,1,1,1,8,5,8,1,2,1,1,1,8,1,3,1,1,1,12
333,1,1,1,1,1,8,8,7,1,4,1,1,5,8,1,3,1,1,1,12
334,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,11
335,2,1,1,1,1,3,1,2,1,3,2,1,1,8,2,1,1,1,1,12
336,1,1,1,1,1,2,1,2,1,1,1,1,1,4,1,1,1,1,1,12
337,1,1,1,1,1,8,7,5,1,3,1,1,8,8,1,4,1,1,1,12
338,1,1,1,1,1,3,1,3,1,1,1,1,7,6,1,1,1,1,1,12
339,2,1,1,1,1,8,1,8,1,4,1,1,1,8,1,2,1,1,1,12
340,1,1,1,1,1,2,2,1,1,1,1,1,1,8,2,1,1,1,1,12
341,1,1,1,1,3,3,3,1,2,2,6,1,7,6,3,2,1,1,1,12
342,1,1,1,1,1,2,2,1,1,1,1,1,1,8,2,1,1,1,1,12
343,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,10
344,1,1,1,1,1,8,7,8,1,3,1,1,8,8,1,4,1,1,1,12
345,1,1,1,1,1,5,1,5,1,1,1,1,1,6,1,2,1,1,1,12
346,1,1,1,1,1,8,8,1,1,2,1,1,1,8,1,2,1,1,1,12
347,1,1,1,1,1,8,5,7,1,1,1,1,1,8,1,3,1,1,1,12
348,2,1,1,1,1,8,3,8,2,3,2,1,1,8,4,4,1,1,1,12
349,1,1,1,1,1,6,1,6,1,2,1,1,7,8,1,2,1,1,1,12
350,2,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,12
351,1,1,1,1,1,8,6,5,1,4,1,1,1,8,1,3,1,1,1,12
352,4,1,1,1,1,5,2,4,1,3,1,1,1,8,3,2,1,1,1,12
353,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,12
354,1,1,1,1,1,2,2,1,1,3,1,1,2,4,1,1,1,1,1,12
355,1,1,1,1,1,8,8,8,1,2,1,1,2,8,1,5,1,1,1,12
356,1,1,1,1,1,8,3,8,1,6,1,1,8,8,1,2,1,1,1,12
357,3,1,1,1,2,3,1,3,2,2,1,1,1,8,3,1,1,1,1,12
358,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,1,1,1,1,12
359,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
360,1,1,1,1,1,6,4,3,1,1,1,1,1,8,1,2,1,1,1,12
361,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
362,1,1,1,1,1,6,4,4,1,3,1,1,1,7,1,2,1,1,1,8
363,1,1,1,1,2,8,3,6,2,2,3,1,4,8,3,3,2,1,1,12
364,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
365,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,4,1,1,1,12
366,1,1,1,1,1,1,1,1,1,1,1,1,3,8,1,1,1,1,1,12
367,3,1,1,1,1,8,1,8,1,2,1,1,1,8,1,3,1,1,1,12
368,4,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
369,3,1,1,1,1,1,1,1,1,3,2,1,1,8,3,1,1,1,1,12
370,1,1,2,1,1,8,8,3,1,4,1,1,7,8,1,3,1,1,1,12
371,4,1,1,1,1,8,2,8,1,3,1,1,1,8,2,3,1,1,1,12
372,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,12
373,1,1,1,1,1,8,8,8,1,2,1,1,1,8,1,4,1,1,1,12
374,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,3,1,1,1,12
375,1,1,1,1,1,2,2,1,1,2,1,1,1,6,1,1,1,1,1,12
376,5,2,1,2,1,8,7,7,1,5,1,1,1,8,1,3,1,1,1,12
377,1,1,1,1,1,5,1,5,1,1,1,1,8,7,1,2,1,1,1,12
378,1,1,1,1,1,2,2,1,1,1,1,1,1,8,1,2,1,1,1,12
379,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
380,6,1,1,1,1,2,1,2,1,4,1,1,1,8,2,1,1,1,1,12
381,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
382,1,1,1,1,1,3,3,1,1,1,1,1,1,7,3,1,1,1,1,12
383,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,12
384,1,1,1,1,1,8,7,7,1,2,1,1,8,8,1,3,1,1,1,12
385,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,1,1,1,1,10
386,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
387,4,1,1,1,1,1,1,1,1,3,1,3,1,8,3,1,1,1,1,12
388,1,1,1,1,1,8,1,8,1,1,1,1,5,8,1,3,1,1,1,12
389,1,1,1,1,1,5,1,5,1,2,1,1,1,8,1,2,1,1,1,12
390,1,1,1,1,1,2,2,1,1,2,1,1,1,8,1,1,1,1,1,12
391,1,1,1,1,1,8,8,1,1,2,1,1,1,8,1,2,1,1,1,12
392,1,1,1,1,1,3,1,2,1,2,1,1,1,8,2,1,2,1,1,12
393,5,2,1,4,1,8,3,8,1,3,2,2,1,8,2,5,1,2,1,12
394,1,1,1,1,1,5,1,4,1,1,1,1,1,8,1,2,1,1,1,12
395,2,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,12
396,2,1,1,1,1,6,3,5,1,3,1,1,1,8,1,2,1,1,1,12
397,1,1,1,1,1,3,2,2,1,1,1,1,3,8,2,1,1,1,1,6
398,3,1,1,1,1,1,1,1,1,4,1,1,1,8,3,1,1,1,1,12
399,1,1,1,1,1,8,2,7,1,1,1,1,1,8,3,2,1,1,1,12
400,1,1,1,1,1,7,2,6,1,2,1,1,1,8,1,2,1,1,1,12
401,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,3,1,1,1,12
402,2,1,1,1,1,8,2,7,2,2,1,1,1,8,4,2,1,1,1,8
403,1,1,1,1,1,8,8,7,1,4,1,1,3,8,1,3,1,1,1,12
404,3,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
405,2,1,1,1,1,4,1,3,1,3,2,1,1,8,1,2,1,1,1,12
406,1,1,1,1,1,3,1,3,1,1,1,1,1,5,1,1,1,1,1,12
407,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
408,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
409,1,1,1,1,1,3,2,2,1,4,1,1,8,5,1,1,1,2,1,12
410,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,11
411,1,1,1,1,1,8,8,5,1,3,1,1,4,8,1,3,1,1,1,12
412,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,8
413,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
414,1,1,1,1,1,8,1,8,1,2,1,1,1,8,1,2,1,1,1,12
415,1,1,1,2,1,8,2,8,1,2,1,1,1,8,1,7,1,1,1,12
416,4,1,1,1,1,2,2,1,1,4,1,1,1,8,1,1,1,1,1,12
417,3,1,1,1,1,8,5,8,1,2,1,1,1,8,1,4,1,1,1,12
418,1,1,1,1,1,5,1,4,1,3,1,1,3,6,1,2,1,1,1,12
419,1,1,1,1,1,8,1,8,1,2,1,1,1,8,3,3,1,1,1,12
420,1,1,1,1,1,5,1,4,1,1,1,1,2,8,2,2,1,1,1,12
421,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
422,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
423,3,2,1,2,1,8,7,8,1,4,1,1,1,8,1,4,1,1,1,12
424,1,1,1,1,1,7,1,7,1,3,1,1,1,8,3,2,1,1,1,12
425,2,1,1,1,1,5,3,3,1,2,1,1,1,8,2,2,1,1,2,12
426,1,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,12
427,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,11
428,3,1,1,1,1,1,1,1,2,3,1,1,1,8,4,1,1,1,1,12
429,4,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
430,3,1,1,1,1,1,1,1,1,3,2,1,1,8,2,1,1,1,2,11
431,2,1,1,1,2,8,1,8,2,2,1,1,1,8,4,3,1,1,1,12
432,1,1,1,1,1,3,3,1,1,1,1,1,1,7,1,1,1,1,1,12
433,3,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
434,1,1,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,12
435,3,1,1,1,2,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
436,2,1,1,1,1,8,1,7,1,2,1,1,1,8,3,2,1,1,1,12
437,2,1,1,1,1,8,3,8,1,4,1,1,1,8,2,3,1,1,1,12
438,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
439,2,1,1,1,1,8,8,1,1,2,1,1,1,8,3,2,1,1,1,12
440,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,12
441,4,1,1,1,2,1,1,1,1,3,2,1,1,8,3,1,1,1,1,10
442,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
443,1,1,1,1,1,7,1,6,1,2,1,1,1,8,1,2,1,1,1,11
444,2,1,1,1,1,7,7,1,1,2,1,1,1,8,1,3,1,1,1,12
445,3,1,1,1,1,5,1,5,1,3,1,1,1,8,2,2,1,1,1,12
446,1,1,1,1,1,8,3,8,1,1,1,1,1,8,1,3,1,1,1,12
447,1,1,1,1,1,3,3,1,1,4,1,1,1,6,1,2,1,1,1,12
448,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
449,1,1,1,1,1,5,1,4,1,1,1,1,6,6,1,2,1,1,1,12
450,1,1,1,1,1,8,8,1,1,1,1,1,1,8,1,3,1,1,1,12
451,3,1,1,1,1,7,7,1,1,3,1,1,1,8,1,3,1,1,1,12
452,2,1,1,1,1,7,2,6,1,2,1,1,1,8,2,3,1,1,1,12
453,5,1,1,1,1,7,1,7,1,4,1,1,1,8,5,1,1,1,1,6
454,1,1,1,1,1,8,8,5,1,2,1,1,1,8,3,3,1,1,1,8
455,1,1,1,1,1,6,1,5,1,2,1,1,6,8,1,2,1,1,1,11
456,1,1,1,1,1,8,1,8,1,2,1,1,4,8,1,2,1,1,1,12
457,1,1,1,1,1,6,4,4,1,1,1,1,1,8,1,2,1,1,1,12
458,1,1,1,1,1,3,1,3,1,1,1,1,1,8,2,2,1,1,1,12
459,1,1,1,1,1,3,3,4,1,4,2,1,5,8,2,3,1,1,1,12
460,1,1,1,1,1,8,8,3,1,2,1,1,1,8,1,2,1,1,1,12
461,1,1,1,2,1,8,2,8,1,1,1,1,3,8,1,3,1,1,1,12
462,1,1,1,1,1,7,3,7,1,1,1,1,1,8,1,3,1,1,1,12
463,1,1,1,1,1,8,2,8,1,1,1,1,1,8,2,2,1,1,1,12
464,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
465,2,1,1,1,1,1,1,1,2,2,1,1,1,8,4,1,1,1,1,12
466,1,1,1,1,1,8,6,7,1,1,1,1,1,8,1,3,1,1,1,12
467,1,1,1,1,1,8,1,8,1,3,1,1,3,8,2,2,1,1,1,12
468,3,1,1,1,1,8,7,8,1,4,1,1,1,8,3,5,1,1,1,12
469,1,1,1,1,1,2,2,1,1,2,1,1,1,5,1,1,1,1,1,12
470,3,1,1,1,3,2,2,1,2,3,2,1,2,8,4,1,1,1,1,12
471,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
472,2,1,1,1,1,8,4,8,1,2,1,1,1,8,1,3,1,1,1,12
473,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
474,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,1,1,1,1,12
475,2,1,1,1,1,2,1,2,1,4,1,1,1,8,1,1,1,1,1,12
476,2,1,1,1,1,7,3,5,1,2,1,1,1,8,2,3,1,1,1,12
477,1,2,1,1,1,8,6,8,1,4,1,1,3,7,1,3,1,1,1,12
478,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,11
479,1,1,1,1,1,1,1,1,1,3,1,1,1,8,1,1,1,1,1,12
480,1,1,1,1,1,5,1,5,1,2,1,1,5,6,1,2,1,1,1,12
481,1,1,1,1,1,8,5,7,1,2,1,1,3,8,1,3,1,1,1,12
482,1,1,1,1,3,1,1,1,1,3,3,1,1,6,3,1,1,1,3,12
483,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,1,1,1,12
484,1,1,1,1,1,8,8,4,1,4,1,1,8,8,1,3,1,1,1,12
485,1,2,2,1,1,8,8,1,1,2,1,1,8,8,1,4,1,1,1,12
486,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
487,1,1,1,1,1,8,8,8,1,3,1,1,6,8,1,3,1,1,1,12
488,3,1,1,1,1,2,2,1,1,4,1,1,1,8,3,1,1,1,1,12
489,1,1,1,1,1,7,7,2,1,4,1,1,5,7,1,2,1,1,1,12
490,2,1,1,1,1,8,3,8,1,2,1,1,1,8,3,3,1,1,1,12
491,5,1,1,1,1,1,1,1,1,5,1,1,1,8,3,1,1,1,1,12
492,1,2,2,1,1,8,8,8,1,2,2,1,5,8,1,5,1,1,1,12
493,1,1,1,1,1,3,3,1,1,2,1,1,1,8,2,2,1,1,1,12
494,2,1,1,1,1,8,8,1,1,2,1,1,1,8,2,2,1,1,1,12
495,6,1,1,1,1,3,3,1,2,4,1,1,1,8,4,1,1,1,1,12
496,1,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
497,1,1,1,1,1,1,1,1,2,1,1,1,1,8,4,1,1,1,1,12
498,1,1,1,1,1,4,1,3,1,2,1,1,8,7,1,1,1,1,1,12
499,2,1,1,1,1,7,7,1,1,1,1,1,1,8,1,2,1,1,1,12
500,1,1,1,1,1,8,2,8,1,1,1,1,1,8,2,2,1,1,1,12
501,6,7,8,1,1,7,6,4,1,5,6,2,1,8,1,6,5,1,1,12
502,1,1,1,1,1,5,5,1,1,6,1,1,8,8,1,2,1,1,1,12
503,1,1,1,1,1,8,3,8,1,2,1,1,1,8,1,3,1,1,1,11
504,1,1,1,1,1,7,1,7,1,2,1,1,3,8,1,2,1,1,1,12
505,1,1,1,1,1,5,1,5,1,1,1,1,8,7,1,2,1,1,1,12
506,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
507,2,5,5,2,1,8,8,3,1,5,4,1,8,8,1,5,2,2,1,12
508,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
509,3,1,1,1,1,8,8,5,1,3,1,1,1,8,3,4,1,1,1,12
510,1,1,1,1,1,7,1,7,1,2,1,1,6,8,1,2,1,1,1,12
511,2,3,1,4,1,8,5,8,1,4,3,1,3,8,1,4,1,1,1,12
512,2,1,1,1,2,1,1,1,1,3,1,1,1,8,3,2,2,1,1,12
513,3,1,1,1,1,7,3,5,1,2,1,1,1,8,2,2,1,1,1,12
514,1,1,1,1,1,8,5,8,1,3,1,1,1,8,1,3,1,1,1,12
515,1,1,1,1,1,8,8,1,1,3,1,1,8,8,1,2,1,1,1,12
516,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
517,1,1,1,1,2,1,1,1,1,4,1,1,1,4,2,1,1,1,4,12
518,1,1,1,1,1,8,1,8,1,5,1,1,8,8,1,2,1,1,1,12
519,1,1,1,1,1,5,1,5,1,1,1,3,1,8,1,2,1,1,1,12
520,7,1,1,1,1,5,5,1,2,6,1,1,1,8,5,2,1,1,1,8
521,2,1,1,1,1,8,1,8,1,2,1,1,1,8,1,3,1,1,1,12
522,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,12
523,1,1,1,1,1,8,1,8,1,2,1,1,1,8,1,3,1,1,1,12
524,2,1,1,1,1,8,7,7,1,3,1,1,1,8,1,3,1,1,1,12
525,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
526,3,1,1,1,2,2,2,1,3,3,1,1,1,8,4,1,1,1,1,10
527,2,1,1,1,2,1,1,1,1,4,1,1,1,8,2,1,2,1,3,12
528,1,1,1,1,1,8,3,7,1,3,1,1,3,8,1,2,1,1,1,12
529,1,1,1,1,1,8,1,8,1,1,1,1,1,8,2,2,1,1,1,9
530,1,1,1,1,1,7,1,7,1,1,1,1,4,8,1,2,1,1,1,12
531,1,1,1,1,1,8,4,8,1,1,1,1,1,8,2,3,1,1,1,12
532,1,1,1,1,1,4,1,3,1,2,1,1,1,8,1,2,1,1,1,12
533,2,1,1,1,1,5,2,5,1,2,1,1,1,8,2,2,1,1,1,12
534,2,1,1,1,1,8,5,8,1,2,2,1,1,8,1,2,1,1,1,12
535,1,1,1,1,1,1,1,1,1,6,1,1,1,4,1,1,1,1,1,12
536,2,2,1,1,1,8,7,6,1,4,1,1,1,8,1,4,1,1,1,12
537,4,1,1,1,1,6,6,1,1,5,1,1,1,8,4,2,1,1,1,12
538,1,1,1,1,1,3,3,1,1,2,1,1,5,6,1,2,1,1,1,12
539,3,1,1,1,1,8,6,8,2,2,1,1,1,8,4,4,1,1,1,12
540,2,1,1,1,1,8,1,8,1,1,1,1,1,8,2,3,1,1,1,12
541,1,1,1,1,1,3,2,2,1,2,1,1,8,5,1,2,1,1,1,12
542,1,1,1,1,1,1,1,1,8,1,1,1,1,8,4,1,1,1,1,12
543,1,1,1,1,1,3,3,1,1,3,1,1,3,8,1,1,1,1,1,6
544,1,2,2,1,1,7,7,1,1,4,2,1,8,8,1,2,1,1,1,11
545,3,1,1,1,1,8,7,7,1,3,1,1,1,8,1,4,1,1,1,12
546,1,2,2,1,1,7,7,1,1,5,1,1,8,8,1,2,1,1,1,12
547,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
548,1,1,1,1,1,7,7,1,1,3,1,1,8,8,1,3,1,1,1,10
549,1,1,1,1,1,5,5,1,1,1,1,1,1,8,2,2,1,1,1,6
550,5,8,8,3,1,8,8,8,1,6,8,1,3,8,2,5,4,1,1,12
551,4,1,1,1,1,8,6,7,1,3,1,1,1,8,2,3,1,1,1,12
552,4,1,1,1,1,3,3,1,1,3,2,1,1,8,4,1,1,1,1,12
553,1,1,1,1,1,6,6,1,1,2,1,1,1,8,3,2,1,1,1,12
554,1,1,1,1,2,1,1,1,2,2,2,1,1,8,4,1,1,1,1,11
555,1,1,1,1,1,8,1,8,1,2,1,1,1,8,1,3,1,1,1,12
556,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
557,3,1,1,1,2,6,2,3,4,2,1,1,1,8,4,1,1,1,1,6
558,3,1,1,1,1,1,1,1,1,2,1,1,1,8,4,1,1,1,1,12
559,1,1,1,1,1,3,3,1,1,1,1,1,1,8,2,1,1,1,1,12
560,1,2,1,3,1,8,5,8,1,2,2,1,7,8,1,7,1,1,1,12
561,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
562,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,1,1,1,1,12
563,1,2,2,1,1,8,8,7,1,2,2,1,7,8,1,5,1,1,1,12
564,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
565,2,1,1,2,1,8,1,8,1,4,3,1,3,8,1,4,1,1,1,12
566,1,1,1,1,1,6,6,1,1,4,1,1,8,8,1,2,1,1,1,12
567,2,1,1,1,1,8,1,8,1,1,1,5,1,8,1,2,1,1,1,12
568,1,1,1,1,1,5,3,2,1,4,1,1,3,7,1,2,1,1,1,12
569,5,1,1,1,1,3,3,1,1,3,1,1,1,8,3,1,1,1,1,10
570,1,1,1,1,1,3,3,1,1,2,1,1,1,8,1,2,1,1,1,12
571,2,1,1,1,1,1,1,1,1,1,1,2,1,8,2,1,1,1,1,12
572,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,2,12
573,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,12
574,2,2,3,1,1,8,8,1,1,3,2,1,1,8,1,5,1,1,1,12
575,1,1,1,1,1,4,1,4,1,1,1,1,1,7,1,1,1,1,1,12
576,4,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
577,4,1,1,1,1,5,3,3,1,3,1,1,1,8,3,2,1,1,1,12
578,1,1,1,1,1,4,4,1,1,3,1,1,1,8,1,2,1,1,1,12
579,1,1,1,1,1,1,1,1,1,3,1,1,1,8,1,1,1,1,1,12
580,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
581,1,1,1,1,1,8,7,7,1,4,1,1,8,8,1,3,1,1,1,12
582,3,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
583,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
584,2,3,2,1,1,8,5,8,1,4,2,1,1,8,1,4,2,1,1,12
585,7,2,2,1,1,8,8,8,1,6,2,1,1,8,2,4,1,1,1,12
586,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,12
587,2,5,5,2,1,8,8,8,1,3,5,1,8,8,1,4,2,1,1,12
588,1,1,1,1,1,3,2,3,1,2,1,1,2,6,1,2,1,1,1,12
589,2,1,1,1,1,8,8,3,1,2,2,1,1,8,3,2,1,1,1,12
590,2,1,1,1,1,8,3,8,1,2,1,1,1,8,1,3,1,1,1,12
591,4,2,2,1,1,8,8,8,1,5,2,1,1,8,1,5,1,1,1,12
592,1,1,1,1,1,4,4,1,1,2,1,1,1,8,1,2,1,1,1,12
593,2,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,11
594,1,1,1,1,1,3,3,1,1,1,1,1,1,8,2,1,1,1,1,12
595,1,1,1,1,1,5,1,5,1,2,1,1,2,6,1,2,1,1,1,12
596,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,12
597,3,1,1,1,1,8,8,3,1,4,1,1,1,8,1,3,1,1,1,12
598,1,1,1,1,1,8,8,2,1,1,1,1,3,8,2,3,1,1,1,12
599,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
600,2,1,1,1,1,6,6,1,1,2,1,1,1,8,3,2,1,1,1,11
601,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,11
602,3,1,1,1,2,1,1,1,1,4,1,1,1,8,3,1,1,1,1,12
603,1,1,1,1,1,5,2,5,1,2,1,1,1,8,1,2,1,1,1,12
604,2,1,1,1,1,6,6,1,1,2,1,1,1,8,1,2,1,1,1,12
605,1,1,1,1,1,4,4,1,1,1,1,1,7,6,1,2,1,1,1,12
606,3,1,1,1,2,7,1,7,1,3,1,1,1,8,3,2,1,1,1,12
607,1,1,1,1,1,6,1,6,1,3,1,1,6,7,1,2,1,1,1,12
608,2,1,1,1,1,8,1,8,1,3,1,1,1,8,3,2,1,1,1,12
609,1,1,1,1,1,8,4,8,1,2,1,1,1,8,1,4,1,1,1,12
610,4,1,1,1,3,8,8,8,4,3,3,1,1,8,4,4,1,1,1,12
611,1,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,12
612,1,1,1,1,1,8,8,8,1,2,1,1,7,8,1,3,1,1,1,12
613,3,1,1,1,1,8,4,8,1,2,1,1,1,8,3,3,1,1,1,12
614,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
615,4,1,1,1,1,1,1,1,4,4,1,1,1,8,4,1,1,1,1,12
616,1,2,1,2,1,8,8,8,1,2,2,1,8,8,1,4,1,1,1,12
617,1,1,1,1,1,8,1,8,1,2,1,1,1,8,2,3,1,1,1,12
618,1,1,1,1,1,2,1,2,1,2,1,1,5,5,1,1,1,1,1,10
619,2,2,1,1,1,8,5,8,1,4,1,1,1,8,1,4,1,1,1,12
620,1,2,1,3,1,8,8,8,1,3,2,1,1,8,1,6,1,1,1,12
621,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,1,1,1,1,12
622,3,2,2,1,1,7,6,7,1,4,2,1,3,8,3,5,1,1,1,12
623,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,3,1,1,1,12
624,2,2,3,1,1,8,8,5,1,2,2,1,1,8,1,5,1,1,1,12
625,1,1,1,1,1,6,6,1,1,1,1,1,1,8,1,2,1,1,1,12
626,1,1,1,1,1,8,2,7,1,1,1,1,2,8,1,2,1,1,1,10
627,1,1,1,1,1,6,4,3,1,2,1,1,1,8,2,3,1,1,1,12
628,2,1,1,1,1,8,7,8,1,2,2,1,1,8,2,5,1,1,1,12
629,1,2,1,2,1,8,8,8,1,2,2,1,7,8,1,4,1,1,1,12
630,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,4,1,1,1,12
631,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
632,1,1,1,1,1,1,1,1,1,5,1,1,1,7,1,1,1,1,1,12
633,1,1,1,1,1,7,2,7,1,1,2,1,1,8,2,2,1,1,1,11
634,3,1,1,1,2,5,3,3,2,4,4,1,2,8,3,2,1,1,1,12
635,1,1,1,1,1,4,3,3,1,2,1,1,3,7,1,2,1,1,1,12
636,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
637,3,1,1,1,2,1,1,1,1,3,1,1,1,6,2,1,1,1,6,12
638,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
639,1,1,1,1,1,8,6,8,1,3,1,1,8,8,1,2,1,1,1,12
640,1,1,1,1,1,8,6,7,1,2,1,1,3,8,1,3,1,1,1,12
641,2,1,1,1,1,1,1,1,1,2,1,1,1,8,4,1,1,1,1,12
